Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
1stPayVault,Firefox 68.0,,,2019-09-19 06:13:05,2019-09-19 06:17:45,4m - 40.123s,INCOMPLETE
,,,,,,,
Test Cases/FirstView/FirstPayVault/TC_1st_Pay_Vault_001,Firefox 68.0,,,2019-09-19 06:13:05,2019-09-19 06:13:48,42.575s,PASSED
"utilities.SafeActions.openBrowser(URL, [PageLoadTime])",Firefox 68.0,,,2019-09-19 06:13:06,2019-09-19 06:13:16,9.837s,PASSED
delay(6),Firefox 68.0,,,2019-09-19 06:13:16,2019-09-19 06:13:22,6.030s,PASSED
"utilities.SafeActions.safeSelectOptionInDropDownByVisibleText(findTestObject(""Pages/Sale/dropDown_AccountType""), ""ranjanatest2 - 888814981372/001 Account Type: Retail"", ""Select by Value"", [25])",Firefox 68.0,,,2019-09-19 06:13:22,2019-09-19 06:13:23,1.196s,PASSED
"utilities.SafeActions.safeClickWithoutScroll(findTestObject(""Pages/FirstPayVault/tab_FirstPayVault""), ""Click on FirstPayVault tab"", [5])",Firefox 68.0,,,2019-09-19 06:13:23,2019-09-19 06:13:24,1.061s,PASSED
"utilities.SafeActions.safeClickWithoutScroll(findTestObject(""Pages/FirstPayVault/button_CreateVault""), ""Click on CreateVault button"", [5])",Firefox 68.0,,,2019-09-19 06:13:24,2019-09-19 06:13:25,1.305s,PASSED
"scrollToElement(findTestObject(""Pages/FirstPayVault/input_VaultReferenceNumber""), 5)",Firefox 68.0,,,2019-09-19 06:13:25,2019-09-19 06:13:25,0.129s,PASSED
vaultReference = utilities.SafeActions.timeWithMilliSeconds(),Firefox 68.0,,,2019-09-19 06:13:25,2019-09-19 06:13:25,0.025s,PASSED
"utilities.SafeActions.safeType(findTestObject(""Pages/FirstPayVault/input_VaultReferenceNumber""), vaultReference, ""Entering Vault Reference Number"", [5])",Firefox 68.0,,,2019-09-19 06:13:25,2019-09-19 06:13:27,1.251s,PASSED
"utilities.SafeActions.safeType(findTestObject(""Pages/FirstPayVault/input_CreditCardNumber""), ""4111111111111111"", ""Entering Card Number"", [10])",Firefox 68.0,,,2019-09-19 06:13:27,2019-09-19 06:13:28,1.089s,PASSED
delay(4),Firefox 68.0,,,2019-09-19 06:13:28,2019-09-19 06:13:32,4.005s,PASSED
"utilities.SafeActions.safeSelectOptionInDropDownByVisibleText(findTestObject(""Pages/FirstPayVault/dropDown_ExpirationMonth""), ""September"", ""Expiration Month"", [5])",Firefox 68.0,,,2019-09-19 06:13:32,2019-09-19 06:13:33,1.294s,PASSED
"utilities.SafeActions.safeSelectOptionInDropDownByVisibleText(findTestObject(""Pages/FirstPayVault/dropDown_ExpirationYear""), ""2023"", ""year"", [5])",Firefox 68.0,,,2019-09-19 06:13:33,2019-09-19 06:13:34,1.281s,PASSED
delay(2),Firefox 68.0,,,2019-09-19 06:13:34,2019-09-19 06:13:36,2.001s,PASSED
"utilities.SafeActions.safeType(findTestObject(""Pages/FirstPayVault/input_ContactName""), ""Venkata Sai"", ""Enter Contact Name"", [5])",Firefox 68.0,,,2019-09-19 06:13:36,2019-09-19 06:13:37,1.021s,PASSED
"utilities.SafeActions.safeType(findTestObject(""Pages/FirstPayVault/input_PostalCode""), ""76102"", ""Enter Postal Code"", [5])",Firefox 68.0,,,2019-09-19 06:13:37,2019-09-19 06:13:38,0.945s,PASSED
"utilities.SafeActions.safeType(findTestObject(""Pages/FirstPayVault/input_Address""), ""James Street"", ""Enter ddress"", [5])",Firefox 68.0,,,2019-09-19 06:13:38,2019-09-19 06:13:39,0.992s,PASSED
"utilities.SafeActions.safeCheckForElement(findTestObject(""Pages/FirstPayVault/chekBox_AddShippingInformation""), 5)",Firefox 68.0,,,2019-09-19 06:13:39,2019-09-19 06:13:40,0.858s,PASSED
"utilities.SafeActions.safeType(findTestObject(""Pages/FirstPayVault/input_ShippingMethod""), ""DTDC"", ""Enter Shipping Method"", [5])",Firefox 68.0,,,2019-09-19 06:13:40,2019-09-19 06:13:41,0.984s,PASSED
"utilities.SafeActions.safeCheckForElement(findTestObject(""Pages/FirstPayVault/checkbox_SameAsBillingInformation""), 5)",Firefox 68.0,,,2019-09-19 06:13:41,2019-09-19 06:13:42,0.919s,PASSED
"utilities.SafeActions.safeClickwithScroll(findTestObject(""Pages/FirstPayVault/button_Create""), ""Click on Create Button"", [5])",Firefox 68.0,,,2019-09-19 06:13:42,2019-09-19 06:13:43,1.061s,PASSED
delay(2),Firefox 68.0,,,2019-09-19 06:13:43,2019-09-19 06:13:45,2.002s,PASSED
"popupSavedToVaultMessage = utilities.SafeActions.safeGetText(findTestObject(""Pages/FirstPayVault/popup_SavedToVaultMessage""), 5)",Firefox 68.0,,,2019-09-19 06:13:45,2019-09-19 06:13:46,0.766s,PASSED
"flag = utilities.SafeActions.verifyPopupMessage(""Successfully Saved to Vault"", popupSavedToVaultMessage)",Firefox 68.0,,,2019-09-19 06:13:46,2019-09-19 06:13:46,0.013s,PASSED
closeBrowser(),Firefox 68.0,,,2019-09-19 06:13:46,2019-09-19 06:13:48,1.786s,PASSED
Start listener action : sampleAfterTestCase,Firefox 68.0,,,2019-09-19 06:13:48,2019-09-19 06:13:48,0.014s,PASSED
,,,,,,,
Test Cases/FirstView/FirstPayVault/TC_1st_Pay_Vault_002,Firefox 68.0,,,2019-09-19 06:13:48,2019-09-19 06:14:31,43.097s,PASSED
"utilities.SafeActions.openBrowser(URL, [PageLoadTime])",Firefox 68.0,,,2019-09-19 06:13:48,2019-09-19 06:13:56,7.354s,PASSED
delay(6),Firefox 68.0,,,2019-09-19 06:13:56,2019-09-19 06:14:02,6.002s,PASSED
"utilities.SafeActions.safeSelectOptionInDropDownByVisibleText(findTestObject(""Pages/Sale/dropDown_AccountType""), ""ranjanatest2 - 888814981372/001 Account Type: Retail"", ""Select by Value"", [25])",Firefox 68.0,,,2019-09-19 06:14:02,2019-09-19 06:14:03,1.098s,PASSED
"utilities.SafeActions.safeClickWithoutScroll(findTestObject(""Pages/FirstPayVault/tab_FirstPayVault""), ""Click on FirstPayVault tab"", [5])",Firefox 68.0,,,2019-09-19 06:14:03,2019-09-19 06:14:04,1.141s,PASSED
"utilities.SafeActions.safeClickWithoutScroll(findTestObject(""Pages/FirstPayVault/button_CreateVault""), ""Click on CreateVault button"", [5])",Firefox 68.0,,,2019-09-19 06:14:04,2019-09-19 06:14:05,1.151s,PASSED
"scrollToElement(findTestObject(""Pages/FirstPayVault/input_VaultReferenceNumber""), 5)",Firefox 68.0,,,2019-09-19 06:14:05,2019-09-19 06:14:05,0.119s,PASSED
vaultReference = utilities.SafeActions.timeWithMilliSeconds(),Firefox 68.0,,,2019-09-19 06:14:05,2019-09-19 06:14:05,0.000s,PASSED
"utilities.SafeActions.safeType(findTestObject(""Pages/FirstPayVault/input_VaultReferenceNumber""), vaultReference, ""Entering Vault Reference Number"", [5])",Firefox 68.0,,,2019-09-19 06:14:05,2019-09-19 06:14:06,1.222s,PASSED
"utilities.SafeActions.safeType(findTestObject(""Pages/FirstPayVault/input_CreditCardNumber""), ""4111111111111111"", ""Entering Card Number"", [10])",Firefox 68.0,,,2019-09-19 06:14:06,2019-09-19 06:14:07,1.030s,PASSED
delay(4),Firefox 68.0,,,2019-09-19 06:14:07,2019-09-19 06:14:11,4.000s,PASSED
"utilities.SafeActions.safeSelectOptionInDropDownByVisibleText(findTestObject(""Pages/FirstPayVault/dropDown_ExpirationMonth""), ""September"", ""Expiration Month"", [5])",Firefox 68.0,,,2019-09-19 06:14:11,2019-09-19 06:14:12,1.180s,PASSED
"utilities.SafeActions.safeSelectOptionInDropDownByVisibleText(findTestObject(""Pages/FirstPayVault/dropDown_ExpirationYear""), ""2023"", ""year"", [5])",Firefox 68.0,,,2019-09-19 06:14:12,2019-09-19 06:14:14,1.155s,PASSED
delay(2),Firefox 68.0,,,2019-09-19 06:14:14,2019-09-19 06:14:16,2.004s,PASSED
"utilities.SafeActions.safeType(findTestObject(""Pages/FirstPayVault/input_ContactName""), ""Venkata Sai"", ""Enter Contact Name"", [5])",Firefox 68.0,,,2019-09-19 06:14:16,2019-09-19 06:14:17,1.044s,PASSED
"utilities.SafeActions.safeType(findTestObject(""Pages/FirstPayVault/input_PostalCode""), ""76102"", ""Enter Postal Code"", [5])",Firefox 68.0,,,2019-09-19 06:14:17,2019-09-19 06:14:18,0.944s,PASSED
"utilities.SafeActions.safeType(findTestObject(""Pages/FirstPayVault/input_Address""), ""James Street"", ""Enter ddress"", [5])",Firefox 68.0,,,2019-09-19 06:14:18,2019-09-19 06:14:19,1.016s,PASSED
"utilities.SafeActions.safeCheckForElement(findTestObject(""Pages/FirstPayVault/chekBox_AddShippingInformation""), 5)",Firefox 68.0,,,2019-09-19 06:14:19,2019-09-19 06:14:19,0.860s,PASSED
"utilities.SafeActions.safeType(findTestObject(""Pages/FirstPayVault/input_ShippingMethod""), ""DTDC"", ""Enter Shipping Method"", [5])",Firefox 68.0,,,2019-09-19 06:14:19,2019-09-19 06:14:20,0.940s,PASSED
"utilities.SafeActions.safeCheckForElement(findTestObject(""Pages/FirstPayVault/checkbox_SameAsBillingInformation""), 5)",Firefox 68.0,,,2019-09-19 06:14:20,2019-09-19 06:14:21,0.858s,PASSED
"utilities.SafeActions.safeClickwithScroll(findTestObject(""Pages/FirstPayVault/button_Create""), ""Click on Create Button"", [5])",Firefox 68.0,,,2019-09-19 06:14:21,2019-09-19 06:14:22,1.024s,PASSED
delay(2),Firefox 68.0,,,2019-09-19 06:14:22,2019-09-19 06:14:24,2.004s,PASSED
"popupSavedToVaultMessage = utilities.SafeActions.safeGetText(findTestObject(""Pages/FirstPayVault/popup_SavedToVaultMessage""), 5)",Firefox 68.0,,,2019-09-19 06:14:24,2019-09-19 06:14:25,0.679s,PASSED
"flag = utilities.SafeActions.verifyPopupMessage(""Successfully Saved to Vault"", popupSavedToVaultMessage)",Firefox 68.0,,,2019-09-19 06:14:25,2019-09-19 06:14:25,0.000s,PASSED
delay(2),Firefox 68.0,,,2019-09-19 06:14:25,2019-09-19 06:14:27,2.002s,PASSED
"utilities.SafeActions.safeClickWithoutScroll(findTestObject(""Pages/FirstPayVault/button_RunASale_InPopup""), ""Click on Run A Sale in Popup"", [delayBetweenTestSteps])",Firefox 68.0,,,2019-09-19 06:14:27,2019-09-19 06:14:28,0.957s,PASSED
delay(1),Firefox 68.0,,,2019-09-19 06:14:28,2019-09-19 06:14:29,1.003s,PASSED
"value = utilities.SafeActions.getAttributeValue(findTestObject(""Pages/Sale/tab_Sale_Active""), ""Sale"")",Firefox 68.0,,,2019-09-19 06:14:29,2019-09-19 06:14:29,0.167s,PASSED
closeBrowser(),Firefox 68.0,,,2019-09-19 06:14:29,2019-09-19 06:14:31,1.661s,PASSED
Start listener action : sampleAfterTestCase,Firefox 68.0,,,2019-09-19 06:14:31,2019-09-19 06:14:31,0.001s,PASSED
,,,,,,,
Test Cases/FirstView/FirstPayVault/TC_1st_Pay_Vault_003,Firefox 68.0,,,2019-09-19 06:14:31,2019-09-19 06:15:31,1m - 0.314s,PASSED
